"Date","Treatment","true.value"
2023-07-24,"AMB-Control",26.3973902329749
2023-07-24,"AMB-Effluent",26.2610775089606
2023-07-24,"AMB-Guano",26.1480062724014
2023-07-24,"AMB-Inorganic",26.2976478494624
2023-07-24,"HEAT-Control",26.1578068996416
2023-07-24,"HEAT-Effluent",26.0128696236559
2023-07-24,"HEAT-Guano",26.0112455197133
2023-07-24,"HEAT-Inorganic",26.0723454301075
2023-07-25,"AMB-Control",26.4763832885305
2023-07-25,"AMB-Effluent",26.3426747311828
2023-07-25,"AMB-Guano",26.2356798835125
2023-07-25,"AMB-Inorganic",26.3827172939068
2023-07-25,"HEAT-Control",26.4216957885305
2023-07-25,"HEAT-Effluent",26.2793626792115
2023-07-25,"HEAT-Guano",26.2681899641577
2023-07-25,"HEAT-Inorganic",26.3622759856631
2023-07-26,"AMB-Control",26.6196124551971
2023-07-26,"AMB-Effluent",26.4989247311828
2023-07-26,"AMB-Guano",26.4240479390681
2023-07-26,"AMB-Inorganic",26.5476478494624
2023-07-26,"HEAT-Control",26.5206541218638
2023-07-26,"HEAT-Effluent",26.3635640681004
2023-07-26,"HEAT-Guano",26.4053427419355
2023-07-26,"HEAT-Inorganic",26.4577620967742
2023-07-27,"AMB-Control",26.5814180107527
2023-07-27,"AMB-Effluent",26.4346886200717
2023-07-27,"AMB-Guano",26.3945340501792
2023-07-27,"AMB-Inorganic",26.4929603494624
2023-07-27,"HEAT-Control",26.4373207885305
2023-07-27,"HEAT-Effluent",26.3158210125448
2023-07-27,"HEAT-Guano",26.3402385752688
2023-07-27,"HEAT-Inorganic",26.3831093189964
2023-07-28,"AMB-Control",26.1456541218638
2023-07-28,"AMB-Effluent",26.0041330645161
2023-07-28,"AMB-Guano",25.9934923835125
2023-07-28,"AMB-Inorganic",26.0719534050179
2023-07-28,"HEAT-Control",25.8505152329749
2023-07-28,"HEAT-Effluent",25.7142585125448
2023-07-28,"HEAT-Guano",25.7777385752688
2023-07-28,"HEAT-Inorganic",25.7841509856631
2023-07-29,"AMB-Control",26.3427027329749
2023-07-29,"AMB-Effluent",26.2254872311828
2023-07-29,"AMB-Guano",26.1662354390681
2023-07-29,"AMB-Inorganic",26.2542450716846
2023-07-29,"HEAT-Control",26.0067652329749
2023-07-29,"HEAT-Effluent",25.8861335125448
2023-07-29,"HEAT-Guano",25.929648297491
2023-07-29,"HEAT-Inorganic",25.923039874552
2023-07-30,"AMB-Control",26.2611055107527
2023-07-30,"AMB-Effluent",26.1603830645161
2023-07-30,"AMB-Guano",26.1280409946237
2023-07-30,"AMB-Inorganic",26.190877016129
2023-07-30,"HEAT-Control",25.9876680107527
2023-07-30,"HEAT-Effluent",25.8783210125448
2023-07-30,"HEAT-Guano",25.9209677419355
2023-07-30,"HEAT-Inorganic",25.9004704301075
2023-07-31,"AMB-Control",26.1378416218638
2023-07-31,"AMB-Effluent",26.0839941756272
2023-07-31,"AMB-Guano",25.9804715501792
2023-07-31,"AMB-Inorganic",26.0962589605735
2023-07-31,"HEAT-Control",25.797563844086
2023-07-31,"HEAT-Effluent",25.733355734767
2023-07-31,"HEAT-Guano",25.6970094086021
2023-07-31,"HEAT-Inorganic",25.7381440412186
2023-08-01,"AMB-Control",26.086626344086
2023-08-01,"AMB-Effluent",25.963334453405
2023-08-01,"AMB-Guano",25.9275201612903
2023-08-01,"AMB-Inorganic",26.0172659050179
2023-08-01,"HEAT-Control",25.6899249551971
2023-08-01,"HEAT-Effluent",25.584918234767
2023-08-01,"HEAT-Guano",25.6145441308244
2023-08-01,"HEAT-Inorganic",25.610539874552
2023-08-02,"AMB-Control",26.1708277329749
2023-08-02,"AMB-Effluent",26.0345150089606
2023-08-02,"AMB-Guano",25.9761312724014
2023-08-02,"AMB-Inorganic",26.1257728494624
2023-08-02,"HEAT-Control",25.9703068996416
2023-08-02,"HEAT-Effluent",25.8635640681004
2023-08-02,"HEAT-Guano",25.8723566308244
2023-08-02,"HEAT-Inorganic",25.8874495967742
2023-08-03,"AMB-Control",26.1343693996416
2023-08-03,"AMB-Effluent",25.9546538978495
2023-08-03,"AMB-Guano",25.9752632168459
2023-08-03,"AMB-Inorganic",26.0667450716846
2023-08-03,"HEAT-Control",26.2255152329749
2023-08-03,"HEAT-Effluent",26.1456821236559
2023-08-03,"HEAT-Guano",26.1154121863799
2023-08-03,"HEAT-Inorganic",26.1513384856631
2023-08-04,"AMB-Control",25.8808971774194
2023-08-04,"AMB-Effluent",25.736771953405
2023-08-04,"AMB-Guano",25.7018257168459
2023-08-04,"AMB-Inorganic",25.8410506272401
2023-08-04,"HEAT-Control",26.1795082885305
2023-08-04,"HEAT-Effluent",26.1508904569892
2023-08-04,"HEAT-Guano",26.031210797491
2023-08-04,"HEAT-Inorganic",26.1357134856631
2023-08-05,"AMB-Control",26.1135360663082
2023-08-05,"AMB-Effluent",25.9650705645161
2023-08-05,"AMB-Guano",25.922311827957
2023-08-05,"AMB-Inorganic",26.0745575716846
2023-08-05,"HEAT-Control",26.1465221774194
2023-08-05,"HEAT-Effluent",26.0996751792115
2023-08-05,"HEAT-Guano",25.9964885752688
2023-08-05,"HEAT-Inorganic",26.079289874552
2023-08-06,"AMB-Control",26.3843693996416
2023-08-06,"AMB-Effluent",26.2419802867384
2023-08-06,"AMB-Guano",26.2313396057348
2023-08-06,"AMB-Inorganic",26.3575436827957
2023-08-06,"HEAT-Control",26.3487791218638
2023-08-06,"HEAT-Effluent",26.303668234767
2023-08-06,"HEAT-Guano",26.2325996863799
2023-08-06,"HEAT-Inorganic",26.2910954301075
2023-08-07,"AMB-Control",26.5128416218638
2023-08-07,"AMB-Effluent",26.3826052867384
2023-08-07,"AMB-Guano",26.3563396057348
2023-08-07,"AMB-Inorganic",26.4504256272401
2023-08-07,"HEAT-Control",26.422563844086
2023-08-07,"HEAT-Effluent",26.3540154569892
2023-08-07,"HEAT-Guano",26.3558635752688
2023-08-07,"HEAT-Inorganic",26.3718245967742
2023-08-08,"AMB-Control",26.3479110663082
2023-08-08,"AMB-Effluent",26.1786122311828
2023-08-08,"AMB-Guano",26.1089437724014
2023-08-08,"AMB-Inorganic",26.2099742383513
2023-08-08,"HEAT-Control",26.2767305107527
2023-08-08,"HEAT-Effluent",26.1335293458781
2023-08-08,"HEAT-Guano",26.1909330197133
2023-08-08,"HEAT-Inorganic",26.2242551523297
2023-08-09,"AMB-Control",26.172563844086
2023-08-09,"AMB-Effluent",26.0050011200717
2023-08-09,"AMB-Guano",25.9388048835125
2023-08-09,"AMB-Inorganic",26.0302867383513
2023-08-09,"HEAT-Control",26.1482582885305
2023-08-09,"HEAT-Effluent",26.0172099014337
2023-08-09,"HEAT-Guano",26.0520441308244
2023-08-09,"HEAT-Inorganic",26.1252968189964
2023-08-10,"AMB-Control",25.8989583333333
2023-08-10,"AMB-Effluent",25.7894339904421
2023-08-10,"AMB-Guano",25.7394414575866
2023-08-10,"AMB-Inorganic",25.7814441457587
2023-08-10,"HEAT-Control",25.7845430107527
2023-08-10,"HEAT-Effluent",25.7576612903226
2023-08-10,"HEAT-Guano",25.8191158900836
2023-08-10,"HEAT-Inorganic",25.8182945041816
2023-08-11,"AMB-Control",26.2401041666667
2023-08-11,"AMB-Effluent",26.2263552867384
2023-08-11,"AMB-Guano",26.1766521057348
2023-08-11,"AMB-Inorganic",26.2021617383513
2023-08-11,"HEAT-Control",26.1326332885305
2023-08-11,"HEAT-Effluent",26.1352654569892
2023-08-11,"HEAT-Guano",26.2777385752688
2023-08-11,"HEAT-Inorganic",26.2103662634409
2023-08-12,"AMB-Control",26.425
2023-08-12,"AMB-Effluent",26.377396953405
2023-08-12,"AMB-Guano",26.3658882168459
2023-08-12,"AMB-Inorganic",26.3948700716846
2023-08-12,"HEAT-Control",26.2654457885305
2023-08-12,"HEAT-Effluent",26.2385640681004
2023-08-12,"HEAT-Guano",26.3845094086021
2023-08-12,"HEAT-Inorganic",26.3119287634409
2023-08-13,"AMB-Control",26.3989583333333
2023-08-13,"AMB-Effluent",26.3322580645161
2023-08-13,"AMB-Guano",26.320749327957
2023-08-13,"AMB-Inorganic",26.331502016129
2023-08-13,"HEAT-Control",26.1890568996416
2023-08-13,"HEAT-Effluent",26.2003696236559
2023-08-13,"HEAT-Guano",26.351523297491
2023-08-13,"HEAT-Inorganic",26.2702620967742
2023-08-14,"AMB-Control",26.1567708333333
2023-08-14,"AMB-Effluent",26.1239247311828
2023-08-14,"AMB-Guano",26.1132840501792
2023-08-14,"AMB-Inorganic",26.1032034050179
2023-08-14,"HEAT-Control",26.1430499551971
2023-08-14,"HEAT-Effluent",26.1560987903226
2023-08-14,"HEAT-Guano",26.2777385752688
2023-08-14,"HEAT-Inorganic",26.219914874552
2023-08-15,"AMB-Control",26.24921875
2023-08-15,"AMB-Effluent",26.1968413978495
2023-08-15,"AMB-Guano",26.2296034946237
2023-08-15,"AMB-Inorganic",26.2082381272401
2023-08-15,"HEAT-Control",26.2472166218638
2023-08-15,"HEAT-Effluent",26.2394321236559
2023-08-15,"HEAT-Guano",26.4027385752688
2023-08-15,"HEAT-Inorganic",26.3805051523297
2023-08-16,"AMB-Control",26.1359375
2023-08-16,"AMB-Effluent",26.0770497311828
2023-08-16,"AMB-Guano",26.078561827957
2023-08-16,"AMB-Inorganic",26.0519881272401
2023-08-16,"HEAT-Control",26.1109318996416
2023-08-16,"HEAT-Effluent",26.0944668458781
2023-08-16,"HEAT-Guano",26.2230510752688
2023-08-16,"HEAT-Inorganic",26.2025537634409
2023-08-17,"AMB-Control",26.1932291666667
2023-08-17,"AMB-Effluent",26.1343413978495
2023-08-17,"AMB-Guano",26.1480062724014
2023-08-17,"AMB-Inorganic",26.144002016129
2023-08-17,"HEAT-Control",26.3670082885305
2023-08-17,"HEAT-Effluent",26.3236335125448
2023-08-17,"HEAT-Guano",26.4574260752688
2023-08-17,"HEAT-Inorganic",26.4291162634409
2023-08-18,"AMB-Control",26.4653645833333
2023-08-18,"AMB-Effluent",26.3730566756272
2023-08-18,"AMB-Guano",26.3945340501792
2023-08-18,"AMB-Inorganic",26.3809811827957
2023-08-18,"HEAT-Control",26.5171818996416
2023-08-18,"HEAT-Effluent",26.5612987231183
2023-08-18,"HEAT-Guano",26.5867663530466
2023-08-18,"HEAT-Inorganic",26.5957829301075
2023-08-19,"AMB-Control",26.58515625
2023-08-19,"AMB-Effluent",26.4780913978495
2023-08-19,"AMB-Guano",26.5039090501792
2023-08-19,"AMB-Inorganic",26.5016409050179
2023-08-19,"HEAT-Control",26.5848902329749
2023-08-19,"HEAT-Effluent",26.6355174731183
2023-08-19,"HEAT-Guano",26.640585797491
2023-08-19,"HEAT-Inorganic",26.6791162634409
2023-08-20,"AMB-Control",26.5682291666667
2023-08-20,"AMB-Effluent",26.4980566756272
2023-08-20,"AMB-Guano",26.4943604390681
2023-08-20,"AMB-Inorganic",26.519002016129
2023-08-20,"HEAT-Control",26.5727374551971
2023-08-20,"HEAT-Effluent",26.6498403897849
2023-08-20,"HEAT-Guano",26.6379816308244
2023-08-20,"HEAT-Inorganic",26.6765120967742
2023-08-21,"AMB-Control",26.7361979166667
2023-08-21,"AMB-Effluent",26.7029177867384
2023-08-21,"AMB-Guano",26.5837701612903
2023-08-21,"AMB-Inorganic",26.6613631272401
2023-08-21,"HEAT-Control",26.5189180107527
2023-08-21,"HEAT-Effluent",26.5508820564516
2023-08-21,"HEAT-Guano",26.609335797491
2023-08-21,"HEAT-Inorganic",26.5862343189964
2023-08-22,"AMB-Control",26.78828125
2023-08-22,"AMB-Effluent",26.7306955645161
2023-08-22,"AMB-Guano",26.7452284946237
2023-08-22,"AMB-Inorganic",26.7776825716846
2023-08-22,"HEAT-Control",26.3487791218638
2023-08-22,"HEAT-Effluent",26.3933299731183
2023-08-22,"HEAT-Guano",26.4661066308244
2023-08-22,"HEAT-Inorganic",26.337102374552
2023-08-23,"AMB-Control",26.6190104166667
2023-08-23,"AMB-Effluent",26.5675011200717
2023-08-23,"AMB-Guano",26.5724854390681
2023-08-23,"AMB-Inorganic",26.6153561827957
2023-08-23,"HEAT-Control",26.172563844086
2023-08-23,"HEAT-Effluent",26.1967153897849
2023-08-23,"HEAT-Guano",26.2829469086021
2023-08-23,"HEAT-Inorganic",26.173039874552
2023-08-24,"AMB-Control",26.5239583333333
2023-08-24,"AMB-Effluent",26.4702788978495
2023-08-24,"AMB-Guano",26.4665826612903
2023-08-24,"AMB-Inorganic",26.4990367383513
2023-08-24,"HEAT-Control",25.9347166218638
2023-08-24,"HEAT-Effluent",25.9961945564516
2023-08-24,"HEAT-Guano",26.0633288530466
2023-08-24,"HEAT-Inorganic",25.9742551523297
2023-08-25,"AMB-Control",26.4015625
2023-08-25,"AMB-Effluent",26.3374663978495
2023-08-25,"AMB-Guano",26.3389784946237
2023-08-25,"AMB-Inorganic",26.4061407930107
2023-08-25,"HEAT-Control",25.9329805107527
2023-08-25,"HEAT-Effluent",26.0183299731183
2023-08-25,"HEAT-Guano",26.0659330197133
2023-08-25,"HEAT-Inorganic",25.9343245967742
2023-08-26,"AMB-Control",26.2270833333333
2023-08-26,"AMB-Effluent",26.1638552867384
2023-08-26,"AMB-Guano",26.1705757168459
2023-08-26,"AMB-Inorganic",26.2420782930107
2023-08-26,"HEAT-Control",25.7654457885305
2023-08-26,"HEAT-Effluent",25.8425487231183
2023-08-26,"HEAT-Guano",25.9018705197133
2023-08-26,"HEAT-Inorganic",25.7728662634409
2023-08-27,"AMB-Control",25.98359375
2023-08-27,"AMB-Effluent",25.9346886200717
2023-08-27,"AMB-Guano",25.9396729390681
2023-08-27,"AMB-Inorganic",25.9946824596774
2023-08-27,"HEAT-Control",25.5927027329749
2023-08-27,"HEAT-Effluent",25.6498403897849
2023-08-27,"HEAT-Guano",25.6961413530466
2023-08-27,"HEAT-Inorganic",25.587102374552
2023-08-28,"AMB-Control",25.8716145833333
2023-08-28,"AMB-Effluent",25.8122927867384
2023-08-28,"AMB-Guano",25.8042562724014
2023-08-28,"AMB-Inorganic",25.9217657930107
2023-08-28,"HEAT-Control",26.5900985663082
2023-08-28,"HEAT-Effluent",26.6524445564516
2023-08-28,"HEAT-Guano",26.734335797491
2023-08-28,"HEAT-Inorganic",26.5818940412186
2023-08-29,"AMB-Control",25.8052083333333
2023-08-29,"AMB-Effluent",25.7905913978495
2023-08-29,"AMB-Guano",25.8033882168459
2023-08-29,"AMB-Inorganic",25.8787970430107
2023-08-29,"HEAT-Control",27.7767305107527
2023-08-29,"HEAT-Effluent",27.8568716397849
2023-08-29,"HEAT-Guano",27.9435371863799
2023-08-29,"HEAT-Inorganic",27.7832829301075
2023-08-30,"AMB-Control",26.6346354166667
2023-08-30,"AMB-Effluent",26.5701052867384
2023-08-30,"AMB-Guano",26.5924507168459
2023-08-30,"AMB-Inorganic",26.5884324596774
2023-08-30,"HEAT-Control",28.6404457885305
2023-08-30,"HEAT-Effluent",28.7553091397849
2023-08-30,"HEAT-Guano",28.7239191308244
2023-08-30,"HEAT-Inorganic",28.6617551523297
2023-08-31,"AMB-Control",26.2544270833333
2023-08-31,"AMB-Effluent",26.1048275089606
2023-08-31,"AMB-Guano",26.180124327957
2023-08-31,"AMB-Inorganic",26.1548387096774
2023-08-31,"HEAT-Control",29.7446124551971
2023-08-31,"HEAT-Effluent",29.7696320564516
2023-08-31,"HEAT-Guano",29.7690580197133
2023-08-31,"HEAT-Inorganic",29.7285954301075
2023-09-01,"AMB-Control",26.3729166666667
2023-09-01,"AMB-Effluent",26.1386816756272
2023-09-01,"AMB-Guano",26.1922771057348
2023-09-01,"AMB-Inorganic",26.1756720430107
2023-09-01,"HEAT-Control",30.6873207885305
2023-09-01,"HEAT-Effluent",30.6420278897849
2023-09-01,"HEAT-Guano",30.6527385752688
2023-09-01,"HEAT-Inorganic",30.6704357078853
2023-09-02,"AMB-Control",26.2817708333333
2023-09-02,"AMB-Effluent",26.0214941756272
2023-09-02,"AMB-Guano",26.086374327957
2023-09-02,"AMB-Inorganic",26.0897345430107
2023-09-02,"HEAT-Control",30.7446124551971
2023-09-02,"HEAT-Effluent",30.7461945564516
2023-09-02,"HEAT-Guano",30.6961413530466
2023-09-02,"HEAT-Inorganic",30.7398801523297
2023-09-03,"AMB-Control",26.3234375
2023-09-03,"AMB-Effluent",26.1247927867384
2023-09-03,"AMB-Guano",26.1697076612903
2023-09-03,"AMB-Inorganic",26.1925991263441
2023-09-03,"HEAT-Control",30.8227374551971
2023-09-03,"HEAT-Effluent",30.8139028897849
2023-09-03,"HEAT-Guano",30.757773297491
2023-09-03,"HEAT-Inorganic",30.7936995967742
2023-09-04,"AMB-Control",27.0083333333333
2023-09-04,"AMB-Effluent",26.9077788978495
2023-09-04,"AMB-Guano",26.9396729390681
2023-09-04,"AMB-Inorganic",26.9647345430107
2023-09-04,"HEAT-Control",30.9138832885305
2023-09-04,"HEAT-Effluent",30.9896841397849
2023-09-04,"HEAT-Guano",30.9365927419355
2023-09-04,"HEAT-Inorganic",30.923039874552
2023-09-05,"AMB-Control",26.5983630952381
2023-09-05,"AMB-Effluent",26.5038850486431
2023-09-05,"AMB-Guano",26.5413594470046
2023-09-05,"AMB-Inorganic",26.570017281106
2023-09-05,"HEAT-Control",30.8505152329749
2023-09-05,"HEAT-Effluent",30.8557555683564
2023-09-05,"HEAT-Guano",30.8783090117768
2023-09-05,"HEAT-Inorganic",30.845906938044
2023-09-06,"AMB-Control",27.19453125
2023-09-06,"AMB-Effluent",27.1629872311828
2023-09-06,"AMB-Guano",27.2000896057348
2023-09-06,"AMB-Inorganic",27.2342657930107
2023-09-06,"HEAT-Control",30.9216957885305
2023-09-06,"HEAT-Effluent",30.9974966397849
2023-09-06,"HEAT-Guano",31.0902385752688
2023-09-06,"HEAT-Inorganic",31.0237343189964
2023-09-07,"AMB-Control",27.3208333333333
2023-09-07,"AMB-Effluent",27.2628136200717
2023-09-07,"AMB-Guano",27.3198812724014
2023-09-07,"AMB-Inorganic",27.3592657930107
2023-09-07,"HEAT-Control",30.399126344086
2023-09-07,"HEAT-Effluent",30.4323924731183
2023-09-07,"HEAT-Guano",30.5433635752688
2023-09-07,"HEAT-Inorganic",30.5037690412186
2023-09-08,"AMB-Control",27.3286458333333
2023-09-08,"AMB-Effluent",27.2688900089606
2023-09-08,"AMB-Guano",27.3033882168459
2023-09-08,"AMB-Inorganic",27.3748907930107
2023-09-08,"HEAT-Control",29.9581541218638
2023-09-08,"HEAT-Effluent",29.9896841397849
2023-09-08,"HEAT-Guano",30.1041274641577
2023-09-08,"HEAT-Inorganic",30.0749495967742
2023-09-09,"AMB-Control",26.94453125
2023-09-09,"AMB-Effluent",26.8765288978495
2023-09-09,"AMB-Guano",26.9136312724014
2023-09-09,"AMB-Inorganic",26.9712449596774
2023-09-09,"HEAT-Control",29.8487791218638
2023-09-09,"HEAT-Effluent",29.8751008064516
2023-09-09,"HEAT-Guano",30.0242663530466
2023-09-09,"HEAT-Inorganic",29.9803315412186
2023-09-10,"AMB-Control",26.74140625
2023-09-10,"AMB-Effluent",26.6716677867384
2023-09-10,"AMB-Guano",26.687936827957
2023-09-10,"AMB-Inorganic",26.7524949596774
2023-09-10,"HEAT-Control",29.9104110663082
2023-09-10,"HEAT-Effluent",29.8816112231183
2023-09-10,"HEAT-Guano",30.0433635752688
2023-09-10,"HEAT-Inorganic",29.9664426523297
2023-09-11,"AMB-Control",26.55390625
2023-09-11,"AMB-Effluent",26.4928483422939
2023-09-11,"AMB-Guano",26.5195340501792
2023-09-11,"AMB-Inorganic",26.5741095430107
2023-09-11,"HEAT-Control",29.6751680107527
2023-09-11,"HEAT-Effluent",29.6615591397849
2023-09-11,"HEAT-Guano",29.8081205197133
2023-09-11,"HEAT-Inorganic",29.688664874552
2023-09-12,"AMB-Control",26.37421875
2023-09-12,"AMB-Effluent",26.3322580645161
2023-09-12,"AMB-Guano",26.3554715501792
2023-09-12,"AMB-Inorganic",26.4152553763441
2023-09-12,"HEAT-Control",29.2758624551971
2023-09-12,"HEAT-Effluent",29.2487987231183
2023-09-12,"HEAT-Guano",29.3428427419355
2023-09-12,"HEAT-Inorganic",29.204289874552
2023-09-13,"AMB-Control",26.85078125
2023-09-13,"AMB-Effluent",26.7437163978495
2023-09-13,"AMB-Guano",26.7877632168459
2023-09-13,"AMB-Inorganic",26.8631720430107
2023-09-13,"HEAT-Control",27.7593693996416
2023-09-13,"HEAT-Effluent",27.8230174731183
2023-09-13,"HEAT-Guano",27.8376344086021
2023-09-13,"HEAT-Inorganic",27.7233870967742
2023-09-14,"AMB-Control",26.54609375
2023-09-14,"AMB-Effluent",26.3878136200717
2023-09-14,"AMB-Guano",26.4500896057348
2023-09-14,"AMB-Inorganic",26.5584845430107
2023-09-14,"HEAT-Control",26.6361055107527
2023-09-14,"HEAT-Effluent",26.7292674731183
2023-09-14,"HEAT-Guano",26.7629816308244
2023-09-14,"HEAT-Inorganic",26.5532482078853
2023-09-15,"AMB-Control",26.7283854166667
2023-09-15,"AMB-Effluent",26.5831261200717
2023-09-15,"AMB-Guano",26.6219646057348
2023-09-15,"AMB-Inorganic",26.7303595430107
2023-09-15,"HEAT-Control",26.9277721774194
2023-09-15,"HEAT-Effluent",27.0339549731183
2023-09-15,"HEAT-Guano",27.023398297491
2023-09-15,"HEAT-Inorganic",26.852727374552
2023-09-16,"AMB-Control",27.0760416666667
2023-09-16,"AMB-Effluent",26.9668066756272
2023-09-16,"AMB-Guano",27.000436827957
2023-09-16,"AMB-Inorganic",27.0949428763441
2023-09-16,"HEAT-Control",26.8340221774194
2023-09-16,"HEAT-Effluent",26.9376008064516
2023-09-16,"HEAT-Guano",26.9435371863799
2023-09-16,"HEAT-Inorganic",26.704289874552
2023-09-17,"AMB-Control",26.6619791666667
2023-09-17,"AMB-Effluent",26.5154177867384
2023-09-17,"AMB-Guano",26.5403673835125
2023-09-17,"AMB-Inorganic",26.6379116263441
2023-09-17,"HEAT-Control",26.3548555107527
2023-09-17,"HEAT-Effluent",26.4545278897849
2023-09-17,"HEAT-Guano",26.4539538530466
2023-09-17,"HEAT-Inorganic",26.2094982078853
2023-09-18,"AMB-Control",26.2201388888889
2023-09-18,"AMB-Effluent",25.9392249103943
2023-09-18,"AMB-Guano",26.0820340501792
2023-09-18,"AMB-Inorganic",26.1878248207885
2023-09-19,"AMB-Control",26.3279457885305
2023-09-19,"AMB-Effluent",25.9878360215054
2023-09-19,"AMB-Guano",26.1731798835125
2023-09-19,"AMB-Inorganic",26.2255992383513
2023-09-20,"AMB-Control",26.344438844086
2023-09-20,"AMB-Effluent",25.9917422715054
2023-09-20,"AMB-Guano",26.187936827957
2023-09-20,"AMB-Inorganic",26.2342797939068
2023-09-21,"AMB-Control",26.2012096774194
2023-09-21,"AMB-Effluent",25.8784610215054
2023-09-21,"AMB-Guano",26.0646729390681
2023-09-21,"AMB-Inorganic",26.1101478494624
2023-09-22,"AMB-Control",25.9711749551971
2023-09-22,"AMB-Effluent",25.6297631048387
2023-09-22,"AMB-Guano",25.8172771057348
2023-09-22,"AMB-Inorganic",25.8540714605735
2023-09-23,"AMB-Control",26.1274249551971
2023-09-23,"AMB-Effluent",25.775596438172
2023-09-23,"AMB-Guano",25.9830757168459
2023-09-23,"AMB-Inorganic",26.011189516129
2023-09-24,"AMB-Control",25.9112791218638
2023-09-24,"AMB-Effluent",25.572471438172
2023-09-24,"AMB-Guano",25.7686659946237
2023-09-24,"AMB-Inorganic",25.8098006272401
2023-09-25,"AMB-Control",25.9034666218638
2023-09-25,"AMB-Effluent",25.556846438172
2023-09-25,"AMB-Guano",25.7487007168459
2023-09-25,"AMB-Inorganic",25.8028561827957
2023-09-26,"AMB-Control",25.7454805107527
2023-09-26,"AMB-Effluent",25.3823672715054
2023-09-26,"AMB-Guano",25.5612007168459
2023-09-26,"AMB-Inorganic",25.5945228494624
2023-09-27,"AMB-Control",25.7376680107527
2023-09-27,"AMB-Effluent",25.330283938172
2023-09-27,"AMB-Guano",25.5577284946237
2023-09-27,"AMB-Inorganic",25.565877016129
2023-09-28,"AMB-Control",25.9546818996416
2023-09-28,"AMB-Effluent",25.5477318548387
2023-09-28,"AMB-Guano",25.7356798835125
2023-09-28,"AMB-Inorganic",25.7282034050179
2023-09-29,"AMB-Control",26.3244735663082
2023-09-29,"AMB-Effluent",25.9188256048387
2023-09-29,"AMB-Guano",26.1167562724014
2023-09-29,"AMB-Inorganic",26.1223006272401
2023-09-30,"AMB-Control",26.3088485663082
2023-09-30,"AMB-Effluent",25.8940860215054
2023-09-30,"AMB-Guano",26.0950548835125
2023-09-30,"AMB-Inorganic",26.0988631272401
2023-10-01,"AMB-Control",26.3322860663082
2023-10-01,"AMB-Effluent",25.904502688172
2023-10-01,"AMB-Guano",26.1306451612903
2023-10-01,"AMB-Inorganic",26.104939516129
2023-10-02,"AMB-Control",26.4755152329749
2023-10-02,"AMB-Effluent",26.0555443548387
2023-10-02,"AMB-Guano",26.266061827957
2023-10-02,"AMB-Inorganic",26.2585853494624
2023-10-03,"AMB-Control",26.6117999551971
2023-10-03,"AMB-Effluent",26.1909610215054
2023-10-03,"AMB-Guano",26.445749327957
2023-10-03,"AMB-Inorganic",26.4512936827957
2023-10-04,"AMB-Control",26.8548555107527
2023-10-04,"AMB-Effluent",26.455283938172
2023-10-04,"AMB-Guano",26.687936827957
2023-10-04,"AMB-Inorganic",26.7195228494624
2023-10-05,"AMB-Control",27.0883624551971
2023-10-05,"AMB-Effluent",26.6766381048387
2023-10-05,"AMB-Guano",26.9205757168459
2023-10-05,"AMB-Inorganic",26.9521617383513
2023-10-06,"AMB-Control",27.1326332885305
2023-10-06,"AMB-Effluent",26.732627688172
2023-10-06,"AMB-Guano",26.984811827957
2023-10-06,"AMB-Inorganic",27.003377016129
2023-10-07,"AMB-Control",26.9954805107527
2023-10-07,"AMB-Effluent",26.5789818548387
2023-10-07,"AMB-Guano",26.8250896057348
2023-10-07,"AMB-Inorganic",26.8644881272401
2023-10-08,"AMB-Control",26.8036402329749
2023-10-08,"AMB-Effluent",26.3706485215054
2023-10-08,"AMB-Guano",26.6401937724014
2023-10-08,"AMB-Inorganic",26.7082381272401
2023-10-09,"AMB-Control",26.4859318996416
2023-10-09,"AMB-Effluent",26.0815860215054
2023-10-09,"AMB-Guano",26.3389784946237
2023-10-09,"AMB-Inorganic",26.4052867383513
